,vocabs,frequency
1987,australia future,1
1988,future changes,1
1989,changes heatwave,1
1990,heatwave severity,1
1991,severity duration,1
1992,duration frequency,1
1993,frequency due,1
1994,due climate,1
1995,change populous,1
1996,populous cities,1
1997,cities hot,1
1998,hot summers,1
1999,summers joint,1
2000,joint probability,1
2001,probability analysis,1
2002,analysis iberian,1
2003,peninsula drought,1
2004,drought projections,1
2005,projections australia,1
2006,australia updated,1
2007,updated results,1
2008,results analysis,1
2009,analysis model,1
2010,model simulations,1
2011,simulations less,1
2012,less climatic,1
2013,climatic resilience,1
2014,resilience arctic,1
2015,arctic evidence,1
2016,evidence shift,1
2017,shift episodic,1
2018,episodic rainfall,1
2019,rainfall australia,1
2020,australia interactions,1
2021,interactions typhoons,1
2022,typhoons parma,1
2023,parma melor,1
2024,melor north,1
2025,north west,1
2026,west pacific,1
2027,pacific ocean,1
2028,ocean downscaling,1
2029,downscaling climate,1
2030,extremes south,1
2031,south america,2
2032,america part,1
2033,evaluation reference,1
2034,reference climate,1
2035,climate compound,1
2036,compound hot,1
2037,hot dry,2
2038,dry growing,1
2039,growing season,1
2040,season germany,1
2041,germany climate,1
2042,climate atmospheric,1
2043,atmospheric circulation,2
2044,circulation related,1
2045,related formation,1
2046,formation picea,1
2047,picea mariana,1
2048,mariana trees,1
2049,trees boreal,1
2050,boreal plains,1
2051,plains interior,1
2052,interior north,1
2053,north america,1
2054,america never,1
2055,never rains,1
2056,rains california,1
2057,california constructions,1
2058,constructions drought,1
2059,drought natural,1
2060,natural social,1
2061,social phenomenon,1
2062,phenomenon understanding,1
2063,understanding role,1
2064,role natural,1
2065,hazards internal,1
2066,internal labour,1
2067,labour mobility,1
2068,mobility australia,1
2069,australia evaluation,1
2070,evaluation ensemble,1
2071,ensemble climate,1
2072,indices analysis,1
2073,analysis rainfall,1
2074,extremes nagavali,1
2075,nagavali vamsadhara,1
2076,vamsadhara basins,1
2077,basins eastern,1
2078,eastern india,1
2079,india use,1
2080,use mean,1
2081,mean extreme,1
2082,climate indices,1
2083,indices predict,1
2084,predict sugar,1
2085,sugar yield,1
2086,yield western,1
2087,western fiji,1
2088,fiji impacts,1
2089,impacts san,1
2090,san francisco,2
2091,francisco bay,2
2092,bay area,2
2093,area pandemic,1
2094,pandemic urban,1
2095,heat fluxes,1
2096,fluxes suitability,1
2097,suitability urban,1
2098,urban local,1
2099,local climate,2
2100,climate zone,2
2101,zone classification,1
2102,classification scheme,1
2103,scheme surface,1
2104,surface temperature,4
2105,temperature studies,1
2106,studies distinct,1
2107,distinct macroclimate,1
2108,macroclimate regions,1
2109,regions development,1
2110,development spatiotemporal,1
2111,spatiotemporal temperature,1
2112,temperature forecast,1
2113,forecast model,1
2114,model urban,2
2115,urban climatology,1
2116,climatology geomorphometry,1
2117,geomorphometry hong,1
2118,hong kong,4
2119,kong investigation,1
2120,investigation urban,1
2121,urban climates,1
2122,climates built,1
2123,environment relations,1
2124,relations using,1
2125,using machine,1
2126,machine learning,2
2127,learning revisiting,1
2128,revisiting andhi,1
2129,andhi northern,1
2130,northern india,1
2131,india case,1
2132,study severe,1
2133,severe urban,1
2134,urban megacity,1
2135,megacity new,1
2136,new delhi,2
2137,delhi variability,1
2138,variability trace,1
2139,trace elements,1
2140,elements associated,1
2141,associated health,1
2142,health risk,2
2143,risk region,1
2144,region southern,1
2145,southern baltic,1
2146,baltic sea,1
2147,sea poland,1
2148,poland microclimate,1
2149,microclimate characteristics,1
2150,characteristics famous,1
2151,famous dwellings,1
2152,dwellings case,1
2153,study hakka,1
2154,hakka tulou,1
2155,tulou hezhou,1
2156,hezhou china,1
2157,china impact,2
2158,impact singapore,1
2159,singapore confinement,1
2160,confinement atmospheric,1
2161,atmospheric fluxes,1
2162,fluxes neighborhood,1
2163,neighborhood scale,1
2164,scale aerosol,1
2165,aerosol characterization,1
2166,characterization middle,1
2167,middle east,1
2168,east regions,1
2169,regions aeronet,1
2170,aeronet site,1
2171,site introduction,1
2172,introduction special,1
2173,special issue,2
2174,issue regional,1
2175,regional scenario,1
2176,scenario air,1
2177,air pollution,3
2178,pollution lockdown,2
2179,lockdown due,1
2180,due pandemic,1
2181,pandemic evidence,2
2182,evidence major,1
2183,major urban,1
2184,urban agglomerations,1
2185,agglomerations india,1
2186,india effect,1
2187,effect lockdown,1
2188,lockdown concentration,1
2189,concentration composition,1
2190,composition ahmedabad,1
2191,ahmedabad big,1
2192,big city,1
2193,city western,1
2194,western india,1
2195,india assessment,1
2196,assessment size,1
2197,size distribution,1
2198,distribution aerosols,1
2199,aerosols kitchen,1
2200,kitchen environments,1
2201,environments delhi,1
2202,delhi india,1
2203,india evaluation,1
2204,evaluation application,1
2205,application measurement,1
2206,measurement network,1
2207,network study,1
2208,study temperature,1
2209,temperature differences,1
2210,differences summer,1
2211,summer bern,1
2212,bern switzerland,1
2213,switzerland relationship,1
2214,relationship urbanization,1
2215,urbanization paths,1
2216,paths emissions,1
2217,emissions case,1
2218,case south,1
2219,south east,1
2220,east asian,1
2221,asian economies,1
2222,economies impervious,1
2223,impervious surface,1
2224,surface growth,1
2225,growth vegetation,1
2226,vegetation cover,2
2227,cover land,1
2228,land surface,1
2229,temperature areas,1
2230,areas delhi,1
2231,delhi greenhouse,1
2232,greenhouse gas,1
2233,gas emissions,1
2234,emissions drive,1
2235,drive extreme,1
2236,weather conditions,3
2237,conditions city,1
2238,city level,1
2239,level china,1
2240,china evidence,1
2241,evidence spatial,1
2242,spatial effects,1
2243,effects analysis,1
2244,analysis outbreak,1
2245,outbreak air,1
2246,quality analyzing,1
2247,analyzing influence,1
2248,influence physical,1
2249,physical distancing,1
2250,distancing resumption,1
2251,resumption activities,1
2252,activities são,1
2253,são paulo,2
2254,paulo municipality,1
2255,municipality adaptation,1
2256,adaptation trips,1
2257,trips metro,1
2258,metro rail,1
2259,rail users,1
2260,users two,1
2261,two stations,1
2262,stations extreme,1
2263,conditions delhi,1
2264,delhi urban,1
2265,urban design,1
2266,design assessing,1
2267,assessing impact,1
2268,urban morphology,1
2269,morphology urban,1
2270,island secondary,1
2271,secondary organic,1
2272,organic aerosol,1
2273,aerosol formation,1
2274,formation untreated,1
2275,untreated exhaust,1
2276,exhaust gasoline,1
2277,gasoline motorcycles,1
2278,motorcycles risk,1
2279,risk classification,1
2280,classification mapping,1
2281,mapping urban,1
2282,urban catchment,1
2283,catchment different,1
2284,different climate,1
2285,change scenarios,1
2286,scenarios case,1
2287,study hyderabad,1
2288,hyderabad city,1
2289,city predicting,1
2290,predicting urban,1
2291,urban thermal,1
2292,comfort calibrated,1
2293,calibrated utci,1
2294,utci assessment,1
2295,assessment scale,1
2296,scale case,1
2297,study belo,1
2298,belo horizonte,1
2299,horizonte city,1
2300,city southeastern,1
2301,southeastern brazil,1
2302,brazil characterization,1
2303,characterization source,1
2304,source apportionment,1
2305,apportionment elemental,1
2306,elemental species,1
2307,species especial,1
2308,especial emphasis,1
2309,emphasis seasonal,1
2310,seasonal variation,1
2311,variation capital,1
2312,capital city,1
2313,city dhaka,1
2314,dhaka bangladesh,1
2315,bangladesh facilitating,1
2316,facilitating urban,1
2317,climate forecasts,1
2318,forecasts rapidly,1
2319,rapidly urbanizing,1
2320,urbanizing regions,1
2321,regions change,1
2322,change modeling,1
2323,modeling air,1
2324,quality public,1
2325,public health,1
2326,assessment case,1
2327,study typical,1
2328,typical polluted,1
2329,polluted city,1
2330,city north,1
2331,north china,1
2332,china representative,1
2333,representative urban,1
2334,urban driving,1
2335,driving cycle,1
2336,cycle passenger,1
2337,passenger vehicles,1
2338,vehicles estimate,1
2339,estimate fuel,1
2340,fuel consumption,1
2341,consumption emission,1
2342,emission rates,1
2343,rates driving,1
2344,driving conditions,1
2345,conditions climate,1
2346,climate characteristics,1
2347,characteristics adaptation,1
2348,adaptation level,1
2349,level formulate,1
2350,formulate mitigation,1
2351,strategies archaeological,1
2352,archaeological park,1
2353,park feasibility,1
2354,feasibility adaptive,1
2355,adaptive thermal,1
2356,comfort energy,1
2357,energy savings,1
2358,savings cooling,1
2359,cooling heating,1
2360,heating study,1
2361,study europe,1
2362,europe mediterranean,2
2363,basin air,1
2364,lockdown large,1
2365,large south,1
2366,south american,2
2367,american city,1
2368,city santiago,1
2369,santiago metropolitan,2
2370,area chile,1
2371,chile temporal,1
2372,temporal convolutional,1
2373,convolutional artificial,1
2374,artificial neural,1
2375,neural network,1
2376,network forecasting,1
2377,forecasting missing,1
2378,missing values,1
2379,values deep,1
2380,deep learning,1
2381,learning approach,1
2382,approach climate,1
2383,change infrastructure,1
2384,infrastructure risk,1
2385,risk indoor,1
2386,indoor heat,1
2387,heat exposure,2
2388,exposure concurrent,1
2389,concurrent heat,1
2390,heat wave,2
2391,wave blackout,1
2392,blackout event,1
2393,event phoenix,1
2394,phoenix arizona,1
2395,arizona asymmetric,1
2396,asymmetric nexus,1
2397,nexus air,1
2398,quality index,1
2399,index nationwide,1
2400,nationwide lockdown,1
2401,lockdown pandemic,1
2402,pandemic part,1
2403,part kolkata,1
2404,kolkata metropolitan,1
2405,metropolitan india,1
2406,india estimates,1
2407,estimates change,1
2408,change surface,1
2409,surface meteorology,1
2410,meteorology urban,1
2411,island northwest,1
2412,northwest india,1
2413,india impact,1
2414,impact urbanization,1
2415,urbanization impact,1
2416,island formation,1
2417,formation energy,1
2418,energy consumption,1
2419,consumption delhi,1
2420,delhi microclimatic,1
2421,microclimatic impacts,1
2422,impacts urban,2
2423,urban spaces,2
2424,spaces behaviour,1
2425,behaviour pandemics,1
2426,pandemics propagation,1
2427,propagation containment,1
2428,containment case,1
2429,study historic,1
2430,historic cairo,1
2431,cairo utilizing,1
2432,utilizing world,1
2433,world urban,1
2434,urban database,1
2435,database access,1
2436,access portal,1
2437,portal tools,1
2438,tools wudapt,1
2439,wudapt machine,1
2440,learning facilitate,1
2441,facilitate spatial,1
2442,spatial estimation,1
2443,estimation heatwave,1
2444,heatwave patterns,1
2445,patterns thermal,1
2446,thermal sensation,1
2447,sensation thermal,1
2448,thermal load,1
2449,load human,1
2450,human body,1
2451,body irradiated,1
2452,irradiated hot,1
2453,hot environment,1
2454,environment impacts,1
2455,impacts climate,2
2456,change occupational,1
2457,occupational heat,1
2458,heat strain,1
2459,strain outdoor,1
2460,outdoor workers,1
2461,workers systematic,1
2462,review modelling,1
2463,modelling influence,1
2464,influence urban,1
2465,urban geometry,1
2466,geometry outdoor,1
2467,outdoor thermal,1
2468,comfort singapore,1
2469,singapore estimating,1
2470,estimating summertime,1
2471,summertime heat,1
2472,stress tropical,1
2473,tropical indian,2
2474,indian city,2
2475,city using,1
2476,using local,1
2477,zone lcz,1
2478,lcz framework,1
2479,framework trends,1
2480,trends topics,1
2481,topics lessons,1
2482,lessons learnt,1
2483,learnt real,1
2484,real case,1
2485,studies using,1
2486,using mesoscale,1
2487,mesoscale atmospheric,1
2488,atmospheric models,1
2489,models urban,1
2490,climate applications,1
2491,applications urban,1
2492,urban cycling,2
2493,cycling air,1
2494,quality characterizing,1
2495,characterizing cyclist,1
2496,cyclist exposure,1
2497,exposure pollution,1
2498,pollution identification,1
2499,identification heatwave,1
2500,heatwave hotspots,1
2501,hotspots seoul,1
2502,seoul using,1
2503,using population,1
2504,population mobility,1
2505,mobility data,1
2506,data review,1
2507,review heat,1
2508,wave studies,1
2509,studies related,1
2510,urban policies,1
2511,policies south,1
2512,south asia,2
2513,asia random,1
2514,random forest,2
2515,forest regression,2
2516,regression analysis,2
2517,analysis combined,1
2518,combined role,1
2519,role meteorological,1
2520,meteorological indicators,1
2521,indicators disease,1
2522,disease dissemination,1
2523,dissemination indian,1
2524,city case,2
2525,study new,1
2526,delhi exploring,1
2527,exploring effect,1
2528,effect urbanization,1
2529,urbanization hourly,1
2530,extreme rainfall,1
2531,rainfall yangtze,1
2532,yangtze river,1
2533,river delta,1
2534,delta china,1
2535,china heat,1
2536,exposure climate,1
2537,change beliefs,1
2538,beliefs desert,1
2539,desert city,1
2540,case phoenix,1
2541,phoenix metropolitan,2
2542,area reduced,1
2543,reduced urban,1
2544,urban green,8
2545,green cover,1
2546,cover daytime,1
2547,daytime cooling,1
2548,cooling capacity,1
2549,capacity california,1
2550,california drought,1
2551,drought urbans,1
2552,urbans rituals,1
2553,rituals spaces,1
2554,spaces memory,1
2555,memory belonging,1
2556,belonging geneva,1
2557,geneva case,1
2558,study creative,1
2559,creative hubs,1
2560,hubs critical,1
2561,critical evaluation,1
2562,evaluation underlying,1
2563,underlying relationships,1
2564,relationships public,1
2565,public urban,3
2566,green spaces,3
2567,spaces social,1
2568,social cohesion,1
2569,cohesion systematic,1
2570,systematic literature,1
2571,literature review,2
2572,review preferring,1
2573,preferring needing,1
2574,needing cities,1
2575,cities evolutionary,1
2576,evolutionary psychology,1
2577,psychology utility,1
2578,utility life,1
2579,life satisfaction,2
2580,satisfaction urban,1
2581,urban living,2
2582,living rise,1
2583,rise fall,1
2584,fall rural,1
2585,rural creative,1
2586,creative class,1
2587,class case,1
2588,case alaçatı,1
2589,alaçatı city,1
2590,city culture,1
2591,culture society,1
2592,society blm,1
2593,blm city,1
2594,city land,1
2595,land sale,1
2596,sale resistance,1
2597,resistance art,1
2598,art interventionism,1
2599,interventionism cape,1
2600,cape town,1
2601,town precarious,1
2602,precarious publics,1
2603,publics human,1
2604,human social,1
2605,social capital,3
2606,capital urban,1
2607,urban agglomeration,1
2608,agglomeration changes,1
2609,changes pattern,1
2610,pattern example,1
2611,example poznań,1
2612,poznań agglomeration,1
2613,agglomeration resonating,1
2614,resonating culture,1
2615,culture debate,1
2616,debate urban,1
2617,urban planning,1
2618,using cooperative,1
2619,cooperative housing,1
2620,housing approaches,1
2621,approaches housing,1
2622,housing improvement,1
2623,improvement solutions,1
2624,solutions xizhou,1
2625,xizhou indigenous,1
2626,indigenous squatter,1
2627,squatter settlements,1
2628,settlements new,1
2629,new taipei,1
2630,taipei city,1
2631,city taiwan,1
2632,taiwan towards,1
2633,towards inclusive,2
2634,inclusive creative,1
2635,creative city,2
2636,city ready,1
2637,ready historic,1
2638,city george,1
2639,george town,1
2640,town penang,1
2641,penang reframing,1
2642,reframing creative,1
2643,city debate,1
2644,debate artistic,1
2645,artistic case,1
2646,case independent,1
2647,independent films,1
2648,films scenes,1
2649,scenes paris,1
2650,paris suburb,1
2651,suburb strengthening,1
2652,strengthening resilience,1
2653,resilience participatory,1
2654,participatory development,1
2655,development life,1
2656,life social,1
2657,social skills,1
2658,skills flood,1
2659,flood management,1
2660,management spaces,1
2661,spaces transmission,1
2662,transmission storytelling,1
2663,storytelling remembrance,1
2664,remembrance athens,1
2665,athens polytechnic,1
2666,polytechnic uprising,1
2667,uprising justification,1
2668,justification music,1
2669,music city,1
2670,city handbooks,1
2671,handbooks intermediaries,1
2672,intermediaries value,1
2673,value disputes,1
2674,disputes global,1
2675,global policy,1
2676,policy assemblage,1
2677,assemblage engagement,1
2678,engagement regeneration,1
2679,regeneration east,1
2680,east london,1
2681,london case,1
2682,case chrisp,1
2683,chrisp street,1
2684,street market,1
2685,market exploring,1
2686,exploring perceived,1
2687,perceived health,2
2688,health differences,1
2689,differences among,1
2690,among married,1
2691,married women,1
2692,women urban,1
2693,urban slum,1
2694,slum tamil,1
2695,tamil nadu,1
2696,nadu india,1
2697,india capitalizing,1
2698,capitalizing culture,1
2699,culture flagship,1
2700,flagship heritage,1
2701,heritage initiatives,1
2702,initiatives transforming,1
2703,transforming hong,1
2704,kong police,1
2705,police married,1
2706,married quarters,1
2707,quarters pmq,1
2708,pmq wayfarer,1
2709,wayfarer visions,1
2710,visions urban,1
2711,urban songs,1
2712,songs bruce,1
2713,bruce springsteen,1
2714,springsteen art,1
2715,art meets,1
2716,meets monsters,1
2717,monsters mapping,1
2718,mapping art,1
2719,art activism,1
2720,activism movements,1
2721,movements seoul,1
2722,seoul urban,1
2723,urban regeneration,4
2724,regeneration governance,1
2725,governance community,1
2726,community organizing,1
2727,organizing artists,1
2728,artists commitment,1
2729,commitment case,1
2730,study seoul,1
2731,seoul covid,1
2732,covid impacts,1
2733,impacts cities,1
2734,cities cultures,1
2735,cultures societies,1
2736,societies laden,1
2737,laden great,1
2738,great expectations,1
2739,expectations mapping,1
2740,mapping arts,1
2741,arts housing,1
2742,housing policy,1
2743,policy urban,1
2744,urban cultural,1
2745,cultural policy,1
2746,policy singapore,1
2747,singapore glocalisation,1
2748,glocalisation dynamics,1
2749,dynamics appropriation,1
2750,appropriation creative,1
2751,creative turn,1
2752,turn discourse,1
2753,discourse buenos,1
2754,buenos aires,1
2755,aires argentina,1
2756,argentina creative,1
2757,creative cities,2
2758,cities creative,1
2759,creative classes,1
2760,classes global,1
2761,global modern,1
2762,modern review,1
2763,review reframing,1
2764,reframing participatory,1
2765,participatory urban,1
2766,urban dashboards,1
2767,dashboards urban,1
2768,urban ethics,1
2769,ethics towards,1
2770,towards research,1
2771,research agenda,2
2772,agenda cities,1
2773,cities ethics,1
2774,ethics normativity,1
2775,normativity passing,1
2776,passing torch,1
2777,torch urban,1
2778,urban governance,1
2779,governance politics,1
2780,politics failed,1
2781,failed olympic,1
2782,olympic bids,1
2783,bids oslo,1
2784,oslo stockholm,1
2785,stockholm networks,1
2786,networks performance,1
2787,performance creative,1
2788,cities bibliometric,1
2789,bibliometric analysis,1
2790,analysis urban,2
2791,urban phases,1
2792,phases crystallisation,1
2793,crystallisation subcultures,1
2794,subcultures urban,1
2795,urban chic,1
2796,chic worlding,1
2797,worlding asian,1
2798,asian cities,2
2799,cities urban,1
2800,urban transformation,1
2801,transformation cultural,1
2802,cultural evolution,1
2803,evolution european,1
2804,european cities,3
2805,cities case,1
2806,case timisoara,1
2807,timisoara romania,1
2808,romania little,1
2809,little vienna,1
2810,vienna urban,1
2811,urban icon,1
2812,icon european,1
2813,european capital,1
2814,capital culture,1
2815,culture ecoc,1
2816,ecoc spaces,1
2817,spaces work,1
2818,work spaces,1
2819,spaces struggle,1
2820,struggle wall,1
2821,wall dressed,1
2822,dressed graffiti,1
2823,graffiti street,1
2824,street art,1
2825,art singapore,1
2826,singapore punk,1
2827,punk city,1
2828,city urban,2
2829,regeneration seoul,1
2830,seoul natural,1
2831,natural disaster,1
2832,disaster informality,1
2833,informality production,1
2834,production chile,1
2835,chile clubbing,1
2836,clubbing afternoon,1
2837,afternoon worlding,1
2838,worlding city,1
2839,city chennai,1
2840,chennai worlding,1
2841,worlding gendering,1
2842,gendering female,1
2843,female agency,1
2844,agency artistic,1
2845,artistic practices,1
2846,practices dynamics,1
2847,dynamics cities,1
2848,cities hybrid,1
2849,hybrid gathering,1
2850,gathering maker,1
2851,maker communities,1
2852,communities taipei,1
2853,taipei makerspaces,1
2854,makerspaces alternative,1
2855,alternative worlding,1
2856,worlding practice,1
2857,practice urban,1
2858,rural dwellers,1
2859,dwellers determinants,1
2860,determinants city,1
2861,city size,1
2862,size matters,1
2863,matters case,1
2864,case italy,1
2865,italy worlding,1
2866,worlding new,1
2867,new music,1
2868,music cultures,1
2869,cultures shanghai,1
2870,shanghai collective,1
2871,collective memory,1
2872,memory urban,1
2873,regeneration urban,1
2874,spaces reproducing,1
2875,reproducing memories,1
2876,memories baharestan,1
2877,baharestan square,1
2878,square city,1
2879,city tehran,1
2880,tehran iran,1
2881,iran cutting,1
2882,cutting clutter,1
2883,clutter smart,1
2884,smart city,2
2885,city definitions,1
2886,definitions reading,1
2887,reading smart,1
2888,city perceptions,1
2889,perceptions india,1
2890,india evaluating,1
2891,evaluating informativeness,1
2892,informativeness car,1
2893,car model,1
2894,model variations,1
2895,variations relation,1
2896,relation global,1
2897,global climate,2
2898,climate distribution,1
2899,distribution fluctuations,1
2900,fluctuations prevalence,1
2901,prevalence cvd,1
2902,cvd risk,1
2903,risk factors,1
2904,factors among,1
2905,among tribal,1
2906,tribal nontribal,1
2907,nontribal populations,1
2908,populations jharkhand,1
2909,jharkhand comparative,1
2910,comparative survey,1
2911,survey local,1
2912,local variation,1
2913,variation cannabis,1
2914,cannabis use,1
2915,use patterns,1
2916,patterns among,1
2917,among young,2
2918,young adults,1
2919,adults san,1
2920,area trends,1
2921,trends spatial,1
2922,spatial access,1
2923,access colonoscopy,1
2924,colonoscopy south,1
2925,south carolina,1
2926,carolina modelling,1
2927,modelling caribbean,1
2928,caribbean spatial,1
2929,spatial statistical,1
2930,statistical assessments,1
2931,assessments influences,1
2932,influences prevalence,1
2933,prevalence central,1
2934,central pennsylvania,1
2935,pennsylvania comparison,1
2936,comparison two,1
2937,two socioeconomic,1
2938,socioeconomic indexes,1
2939,indexes united,1
2940,states temporal,1
2941,temporal spatial,1
2942,spatial monitoring,1
2943,monitoring hiv,1
2944,hiv prevalence,2
2945,prevalence incidence,1
2946,incidence rates,1
2947,rates using,1
2948,using geospatial,1
2949,geospatial models,1
2950,models results,1
2951,results south,1
2952,african women,1
2953,women inference,1
2954,inference latent,1
2955,latent event,1
2956,event times,1
2957,times transmission,1
2958,transmission networks,1
2959,networks individual,1
2960,individual level,1
2961,level infectious,1
2962,infectious disease,1
2963,disease models,1
2964,models effects,1
2965,effects pandemics,1
2966,pandemics case,1
2967,case influenza,1
2968,influenza pandemic,1
2969,pandemic argentina,1
2970,argentina double,1
2971,double jeopardy,1
2972,jeopardy happens,1
2973,happens epidemic,1
2974,epidemic followed,1
2975,followed earthquake,1
2976,earthquake bayesian,1
2977,bayesian approach,1
2978,approach improving,1
2979,improving spatial,1
2980,spatial estimates,1
2981,estimates prevalence,1
2982,prevalence accounting,1
2983,accounting misclassification,1
2984,misclassification bias,1
2985,bias surveillance,1
2986,surveillance data,1
2987,data philadelphia,1
2988,philadelphia pa,1
2989,pa improving,1
2990,improving national,1
2991,national level,1
2992,level spatial,1
2993,spatial mapping,1
2994,mapping malaria,1
2995,malaria alternative,1
2996,alternative spatial,1
2997,spatial models,1
2998,models spatial,1
2999,spatial pattern,1
3000,pattern determinants,1
3001,determinants anemia,1
3002,anemia among,1
3003,among women,1
3004,women childbearing,1
3005,childbearing age,1
3006,age nigeria,1
3007,nigeria clinical,1
3008,clinical epidemiological,1
3009,epidemiological transmission,1
3010,transmission cycle,1
3011,cycle aspects,1
3012,aspects leishmaniasis,1
3013,leishmaniasis urbanization,1
3014,urbanization barreiras,1
3015,barreiras bahia,1
3016,bahia brazil,1
3017,brazil response,1
3018,response naudet,1
3019,naudet et,1
3020,et al,1
3021,al lithium,1
3022,lithium drinking,1
3023,drinking water,1
3024,water altitude,1
3025,altitude suicide,1
3026,suicide rates,1
3027,rates rural,1
3028,areas argentinean,1
3029,argentinean andes,1
3030,andes modelling,1
3031,modelling framework,1
3032,framework developing,1
3033,developing early,1
3034,early warning,1
3035,warning systems,1
3036,systems copd,1
3037,copd emergency,1
3038,emergency admissions,1
3039,admissions susceptibility,1
3040,susceptibility vulnerability,1
3041,vulnerability assessment,1
3042,assessment pandemic,1
3043,pandemic footprint,1
3044,footprint india,1
3045,india bayesian,1
3046,bayesian spatial,1
3047,spatial modeling,1
3048,modeling incidence,1
3049,incidence rate,1
3050,rate fars,1
3051,fars province,1
3052,province southern,1
3053,southern iran,1
3054,iran linking,1
3055,linking historical,1
3056,historical discriminatory,1
3057,discriminatory housing,1
3058,housing patterns,1
3059,patterns contemporary,1
3060,contemporary food,1
3061,food environment,1
3062,environment baltimore,1
3063,baltimore modelling,1
3064,modelling airport,1
3065,airport catchment,1
3066,catchment areas,1
3067,areas anticipate,1
3068,anticipate spread,1
3069,spread infectious,1
3070,infectious diseases,1
3071,diseases across,1
3072,across land,1
3073,land air,1
3074,air travel,1
3075,travel symptoms,1
3076,symptoms reported,1
3077,reported online,1
3078,online survey,1
3079,survey used,1
3080,used optimise,1
3081,optimise spatial,1
3082,spatial predictions,1
3083,predictions incidence,1
3084,incidence risk,1
3085,risk belgium,1
3086,belgium high,1
3087,high incidence,1
3088,incidence brain,1
3089,brain nervous,1
3090,nervous system,1
3091,system cancer,1
3092,cancer identified,1
3093,identified two,1
3094,two mining,1
3095,mining counties,1
3096,counties insufficient,1
3097,insufficient evidence,1
3098,evidence support,1
3099,support association,1
3100,association heavy,1
3101,heavy metal,1
3102,metal exposure,1
3103,exposure use,1
3104,use spatiotemporal,1
3105,spatiotemporal approach,1
3106,approach understanding,1
3107,understanding preschoolers,1
3108,preschoolers playground,1
3109,playground activity,1
3110,activity spatial,1
3111,analysis service,1
3112,service areas,1
3113,areas stroke,1
3114,stroke centers,1
3115,centers city,1
3116,city high,1
3117,high traffic,1
3118,traffic congestion,1
3119,congestion multivariate,1
3120,multivariate forecasting,1
3121,forecasting models,1
3122,models dengue,1
3123,dengue lstm,1
3124,lstm versus,1
3125,versus random,1
3126,regression spatiotemporal,1
3127,spatiotemporal modeling,1
3128,modeling dengue,1
3129,dengue fever,2
3130,fever risk,1
3131,risk puerto,1
3132,puerto rico,1
3133,rico letter,1
3134,letter editor,1
3135,editor disease,1
3136,disease mortality,2
3137,mortality negatively,2
3138,negatively correlates,2
3139,correlates sunlight,2
3140,sunlight exposure,2
3141,exposure clustering,1
3142,clustering baylisascaris,1
3143,baylisascaris procyonis,1
3144,procyonis zoonotic,1
3145,zoonotic parasite,1
3146,parasite raccoons,1
3147,raccoons across,1
3148,across different,4
3149,different landscapes,1
3150,landscapes southern,1
3151,southern ontario,1
3152,ontario spatial,1
3153,spatial hierarchical,1
3154,hierarchical model,1
3155,model integrating,1
3156,integrating data,1
3157,data passive,1
3158,passive active,1
3159,active disease,1
3160,disease surveillance,1
3161,surveillance systems,1
3162,systems assessment,1
3163,spatial mobility,1
3164,mobility among,1
3165,young men,1
3166,men sex,1
3167,sex men,1
3168,men within,1
3169,within across,1
3170,across high,1
3171,high hiv,1
3172,prevalence neighborhoods,1
3173,neighborhoods new,1
3174,new york,5
3175,york city,5
3176,city neighborhood,1
3177,neighborhood study,1
3178,study unknown,1
3179,unknown denominator,1
3180,denominator problem,1
3181,problem population,1
3182,population studies,1
3183,studies disease,1
3184,disease frequency,1
3185,frequency disease,1
3186,exposure developing,1
3187,developing geospatial,1
3188,geospatial measure,1
3189,measure change,1
3190,change core,1
3191,core temperature,1
3192,temperature migrating,1
3193,migrating persons,1
3194,persons border,1
3195,border region,1
3196,region using,1
3197,using residential,1
3198,residential histories,2
3199,histories analysis,1
3200,analysis lung,1
3201,lung cancer,1
3202,cancer mountaintop,1
3203,mountaintop removal,1
3204,removal coal,1
3205,coal mining,1
3206,mining central,1
3207,central appalachia,1
3208,appalachia statistical,1
3209,statistical methods,1
3210,methods linking,1
3211,linking geostatistical,1
3212,geostatistical maps,1
3213,maps transmission,1
3214,transmission models,1
3215,models application,1
3216,application lymphatic,1
3217,lymphatic filariasis,1
3218,filariasis east,1
3219,east africa,1
3220,africa daily,1
3221,daily surveillance,1
3222,surveillance using,1
3223,using prospective,1
3224,prospective scan,1
3225,scan statistic,1
3226,statistic united,1
3227,states spatial,2
3228,analysis clusters,1
3229,clusters contextual,1
3230,contextual factors,3
3231,factors new,1
3232,city exploring,1
3233,exploring patterns,1
3234,patterns mental,1
3235,mental health,3
3236,health related,1
3237,related emergency,1
3238,emergency department,1
3239,department use,1
3240,use children,1
3241,children adolescents,2
3242,adolescents income,1
3243,inequality suicide,1
3244,suicide united,1
3245,analysis counties,1
3246,counties using,1
3247,using geographically,1
3248,geographically weighted,1
3249,weighted regression,1
3250,regression comparing,1
3251,comparing different,1
3252,different modeling,1
3253,modeling methods,1
3254,methods dengue,1
3255,fever data,1
3256,analysis colombia,1
3257,colombia positive,1
3258,positive social,1
3259,social transformations,1
3260,transformations coastal,1
3261,coastal communities,1
3262,communities conditions,1
3263,conditions enable,1
3264,enable success,1
3265,success territorial,1
3266,territorial use,1
3267,use rights,1
3268,rights fishing,1
3269,fishing climate,1
3270,climate urgency,1
