,vocabs,frequency
2173,san francisco bay,2
2174,francisco bay area,2
2175,bay area pandemic,1
2176,area pandemic urban,1
2177,pandemic urban heat,1
2178,urban heat fluxes,1
2179,heat fluxes suitability,1
2180,fluxes suitability urban,1
2181,suitability urban local,1
2182,urban local climate,1
2183,local climate zone,2
2184,climate zone classification,1
2185,zone classification scheme,1
2186,classification scheme surface,1
2187,scheme surface temperature,1
2188,surface temperature studies,1
2189,temperature studies distinct,1
2190,studies distinct macroclimate,1
2191,distinct macroclimate regions,1
2192,macroclimate regions development,1
2193,regions development spatiotemporal,1
2194,development spatiotemporal temperature,1
2195,spatiotemporal temperature forecast,1
2196,temperature forecast model,1
2197,forecast model urban,1
2198,model urban climatology,1
2199,urban climatology geomorphometry,1
2200,climatology geomorphometry hong,1
2201,geomorphometry hong kong,1
2202,hong kong investigation,1
2203,kong investigation urban,1
2204,investigation urban climates,1
2205,urban climates built,1
2206,climates built environment,1
2207,built environment relations,1
2208,environment relations using,1
2209,relations using machine,1
2210,using machine learning,1
2211,machine learning revisiting,1
2212,learning revisiting andhi,1
2213,revisiting andhi northern,1
2214,andhi northern india,1
2215,northern india case,1
2216,india case study,1
2217,case study severe,1
2218,study severe urban,1
2219,severe urban megacity,1
2220,urban megacity new,1
2221,megacity new delhi,1
2222,new delhi variability,1
2223,delhi variability trace,1
2224,variability trace elements,1
2225,trace elements associated,1
2226,elements associated health,1
2227,associated health risk,1
2228,health risk region,1
2229,risk region southern,1
2230,region southern baltic,1
2231,southern baltic sea,1
2232,baltic sea poland,1
2233,sea poland microclimate,1
2234,poland microclimate characteristics,1
2235,microclimate characteristics famous,1
2236,characteristics famous dwellings,1
2237,famous dwellings case,1
2238,dwellings case study,1
2239,case study hakka,1
2240,study hakka tulou,1
2241,hakka tulou hezhou,1
2242,tulou hezhou china,1
2243,hezhou china impact,1
2244,china impact singapore,1
2245,impact singapore confinement,1
2246,singapore confinement atmospheric,1
2247,confinement atmospheric fluxes,1
2248,atmospheric fluxes neighborhood,1
2249,fluxes neighborhood scale,1
2250,neighborhood scale aerosol,1
2251,scale aerosol characterization,1
2252,aerosol characterization middle,1
2253,characterization middle east,1
2254,middle east regions,1
2255,east regions aeronet,1
2256,regions aeronet site,1
2257,aeronet site introduction,1
2258,site introduction special,1
2259,introduction special issue,1
2260,special issue regional,1
2261,issue regional scenario,1
2262,regional scenario air,1
2263,scenario air pollution,1
2264,air pollution lockdown,2
2265,pollution lockdown due,1
2266,lockdown due pandemic,1
2267,due pandemic evidence,1
2268,pandemic evidence major,1
2269,evidence major urban,1
2270,major urban agglomerations,1
2271,urban agglomerations india,1
2272,agglomerations india effect,1
2273,india effect lockdown,1
2274,effect lockdown concentration,1
2275,lockdown concentration composition,1
2276,concentration composition ahmedabad,1
2277,composition ahmedabad big,1
2278,ahmedabad big city,1
2279,big city western,1
2280,city western india,1
2281,western india assessment,1
2282,india assessment size,1
2283,assessment size distribution,1
2284,size distribution aerosols,1
2285,distribution aerosols kitchen,1
2286,aerosols kitchen environments,1
2287,kitchen environments delhi,1
2288,environments delhi india,1
2289,delhi india evaluation,1
2290,india evaluation application,1
2291,evaluation application measurement,1
2292,application measurement network,1
2293,measurement network study,1
2294,network study temperature,1
2295,study temperature differences,1
2296,temperature differences summer,1
2297,differences summer bern,1
2298,summer bern switzerland,1
2299,bern switzerland relationship,1
2300,switzerland relationship urbanization,1
2301,relationship urbanization paths,1
2302,urbanization paths emissions,1
2303,paths emissions case,1
2304,emissions case south,1
2305,case south east,1
2306,south east asian,1
2307,east asian economies,1
2308,asian economies impervious,1
2309,economies impervious surface,1
2310,impervious surface growth,1
2311,surface growth vegetation,1
2312,growth vegetation cover,1
2313,vegetation cover land,1
2314,cover land surface,1
2315,land surface temperature,1
2316,surface temperature areas,1
2317,temperature areas delhi,1
2318,areas delhi greenhouse,1
2319,delhi greenhouse gas,1
2320,greenhouse gas emissions,1
2321,gas emissions drive,1
2322,emissions drive extreme,1
2323,drive extreme weather,1
2324,extreme weather conditions,2
2325,weather conditions city,1
2326,conditions city level,1
2327,city level china,1
2328,level china evidence,1
2329,china evidence spatial,1
2330,evidence spatial effects,1
2331,spatial effects analysis,1
2332,effects analysis outbreak,1
2333,analysis outbreak air,1
2334,outbreak air quality,1
2335,air quality analyzing,1
2336,quality analyzing influence,1
2337,analyzing influence physical,1
2338,influence physical distancing,1
2339,physical distancing resumption,1
2340,distancing resumption activities,1
2341,resumption activities são,1
2342,activities são paulo,1
2343,são paulo municipality,1
2344,paulo municipality adaptation,1
2345,municipality adaptation trips,1
2346,adaptation trips metro,1
2347,trips metro rail,1
2348,metro rail users,1
2349,rail users two,1
2350,users two stations,1
2351,two stations extreme,1
2352,stations extreme weather,1
2353,weather conditions delhi,1
2354,conditions delhi urban,1
2355,delhi urban design,1
2356,urban design assessing,1
2357,design assessing impact,1
2358,assessing impact urban,1
2359,impact urban morphology,1
2360,urban morphology urban,1
2361,morphology urban heat,1
2362,heat island secondary,1
2363,island secondary organic,1
2364,secondary organic aerosol,1
2365,organic aerosol formation,1
2366,aerosol formation untreated,1
2367,formation untreated exhaust,1
2368,untreated exhaust gasoline,1
2369,exhaust gasoline motorcycles,1
2370,gasoline motorcycles risk,1
2371,motorcycles risk classification,1
2372,risk classification mapping,1
2373,classification mapping urban,1
2374,mapping urban catchment,1
2375,urban catchment different,1
2376,catchment different climate,1
2377,different climate change,1
2378,climate change scenarios,1
2379,change scenarios case,1
2380,scenarios case study,1
2381,case study hyderabad,1
2382,study hyderabad city,1
2383,hyderabad city predicting,1
2384,city predicting urban,1
2385,predicting urban thermal,1
2386,urban thermal comfort,1
2387,thermal comfort calibrated,1
2388,comfort calibrated utci,1
2389,calibrated utci assessment,1
2390,utci assessment scale,1
2391,assessment scale case,1
2392,scale case study,1
2393,case study belo,1
2394,study belo horizonte,1
2395,belo horizonte city,1
2396,horizonte city southeastern,1
2397,city southeastern brazil,1
2398,southeastern brazil characterization,1
2399,brazil characterization source,1
2400,characterization source apportionment,1
2401,source apportionment elemental,1
2402,apportionment elemental species,1
2403,elemental species especial,1
2404,species especial emphasis,1
2405,especial emphasis seasonal,1
2406,emphasis seasonal variation,1
2407,seasonal variation capital,1
2408,variation capital city,1
2409,capital city dhaka,1
2410,city dhaka bangladesh,1
2411,dhaka bangladesh facilitating,1
2412,bangladesh facilitating urban,1
2413,facilitating urban climate,1
2414,urban climate forecasts,1
2415,climate forecasts rapidly,1
2416,forecasts rapidly urbanizing,1
2417,rapidly urbanizing regions,1
2418,urbanizing regions change,1
2419,regions change modeling,1
2420,change modeling air,1
2421,modeling air quality,1
2422,air quality public,1
2423,quality public health,1
2424,public health risk,1
2425,health risk assessment,1
2426,risk assessment case,1
2427,assessment case study,1
2428,case study typical,1
2429,study typical polluted,1
2430,typical polluted city,1
2431,polluted city north,1
2432,city north china,1
2433,north china representative,1
2434,china representative urban,1
2435,representative urban driving,1
2436,urban driving cycle,1
2437,driving cycle passenger,1
2438,cycle passenger vehicles,1
2439,passenger vehicles estimate,1
2440,vehicles estimate fuel,1
2441,estimate fuel consumption,1
2442,fuel consumption emission,1
2443,consumption emission rates,1
2444,emission rates driving,1
2445,rates driving conditions,1
2446,driving conditions climate,1
2447,conditions climate characteristics,1
2448,climate characteristics adaptation,1
2449,characteristics adaptation level,1
2450,adaptation level formulate,1
2451,level formulate mitigation,1
2452,formulate mitigation strategies,1
2453,mitigation strategies archaeological,1
2454,strategies archaeological park,1
2455,archaeological park feasibility,1
2456,park feasibility adaptive,1
2457,feasibility adaptive thermal,1
2458,adaptive thermal comfort,1
2459,thermal comfort energy,1
2460,comfort energy savings,1
2461,energy savings cooling,1
2462,savings cooling heating,1
2463,cooling heating study,1
2464,heating study europe,1
2465,study europe mediterranean,1
2466,europe mediterranean basin,1
2467,mediterranean basin air,1
2468,basin air pollution,1
2469,pollution lockdown large,1
2470,lockdown large south,1
2471,large south american,1
2472,south american city,1
2473,american city santiago,1
2474,city santiago metropolitan,1
2475,santiago metropolitan area,1
2476,metropolitan area chile,1
2477,area chile temporal,1
2478,chile temporal convolutional,1
2479,temporal convolutional artificial,1
2480,convolutional artificial neural,1
2481,artificial neural network,1
2482,neural network forecasting,1
2483,network forecasting missing,1
2484,forecasting missing values,1
2485,missing values deep,1
2486,values deep learning,1
2487,deep learning approach,1
2488,learning approach climate,1
2489,approach climate change,1
2490,climate change infrastructure,1
2491,change infrastructure risk,1
2492,infrastructure risk indoor,1
2493,risk indoor heat,1
2494,indoor heat exposure,1
2495,heat exposure concurrent,1
2496,exposure concurrent heat,1
2497,concurrent heat wave,1
2498,heat wave blackout,1
2499,wave blackout event,1
2500,blackout event phoenix,1
2501,event phoenix arizona,1
2502,phoenix arizona asymmetric,1
2503,arizona asymmetric nexus,1
2504,asymmetric nexus air,1
2505,nexus air quality,1
2506,air quality index,1
2507,quality index nationwide,1
2508,index nationwide lockdown,1
2509,nationwide lockdown pandemic,1
2510,lockdown pandemic part,1
2511,pandemic part kolkata,1
2512,part kolkata metropolitan,1
2513,kolkata metropolitan india,1
2514,metropolitan india estimates,1
2515,india estimates change,1
2516,estimates change surface,1
2517,change surface meteorology,1
2518,surface meteorology urban,1
2519,meteorology urban heat,1
2520,heat island northwest,1
2521,island northwest india,1
2522,northwest india impact,1
2523,india impact urbanization,1
2524,impact urbanization impact,1
2525,urbanization impact urban,1
2526,impact urban heat,1
2527,heat island formation,1
2528,island formation energy,1
2529,formation energy consumption,1
2530,energy consumption delhi,1
2531,consumption delhi microclimatic,1
2532,delhi microclimatic impacts,1
2533,microclimatic impacts urban,1
2534,impacts urban spaces,1
2535,urban spaces behaviour,1
2536,spaces behaviour pandemics,1
2537,behaviour pandemics propagation,1
2538,pandemics propagation containment,1
2539,propagation containment case,1
2540,containment case study,1
2541,case study historic,1
2542,study historic cairo,1
2543,historic cairo utilizing,1
2544,cairo utilizing world,1
2545,utilizing world urban,1
2546,world urban database,1
2547,urban database access,1
2548,database access portal,1
2549,access portal tools,1
2550,portal tools wudapt,1
2551,tools wudapt machine,1
2552,wudapt machine learning,1
2553,machine learning facilitate,1
2554,learning facilitate spatial,1
2555,facilitate spatial estimation,1
2556,spatial estimation heatwave,1
2557,estimation heatwave patterns,1
2558,heatwave patterns thermal,1
2559,patterns thermal sensation,1
2560,thermal sensation thermal,1
2561,sensation thermal load,1
2562,thermal load human,1
2563,load human body,1
2564,human body irradiated,1
2565,body irradiated hot,1
2566,irradiated hot environment,1
2567,hot environment impacts,1
2568,environment impacts climate,1
2569,impacts climate change,2
2570,climate change occupational,1
2571,change occupational heat,1
2572,occupational heat strain,1
2573,heat strain outdoor,1
2574,strain outdoor workers,1
2575,outdoor workers systematic,1
2576,workers systematic review,1
2577,systematic review modelling,1
2578,review modelling influence,1
2579,modelling influence urban,1
2580,influence urban geometry,1
2581,urban geometry outdoor,1
2582,geometry outdoor thermal,1
2583,outdoor thermal comfort,1
2584,thermal comfort singapore,1
2585,comfort singapore estimating,1
2586,singapore estimating summertime,1
2587,estimating summertime heat,1
2588,summertime heat stress,1
2589,heat stress tropical,1
2590,stress tropical indian,1
2591,tropical indian city,1
2592,indian city using,1
2593,city using local,1
2594,using local climate,1
2595,climate zone lcz,1
2596,zone lcz framework,1
2597,lcz framework trends,1
2598,framework trends topics,1
2599,trends topics lessons,1
2600,topics lessons learnt,1
2601,lessons learnt real,1
2602,learnt real case,1
2603,real case studies,1
2604,case studies using,1
2605,studies using mesoscale,1
2606,using mesoscale atmospheric,1
2607,mesoscale atmospheric models,1
2608,atmospheric models urban,1
2609,models urban climate,1
2610,urban climate applications,1
2611,climate applications urban,1
2612,applications urban cycling,1
2613,urban cycling air,1
2614,cycling air quality,1
2615,air quality characterizing,1
2616,quality characterizing cyclist,1
2617,characterizing cyclist exposure,1
2618,cyclist exposure pollution,1
2619,exposure pollution identification,1
2620,pollution identification heatwave,1
2621,identification heatwave hotspots,1
2622,heatwave hotspots seoul,1
2623,hotspots seoul using,1
2624,seoul using population,1
2625,using population mobility,1
2626,population mobility data,1
2627,mobility data review,1
2628,data review heat,1
2629,review heat wave,1
2630,heat wave studies,1
2631,wave studies related,1
2632,studies related urban,1
2633,related urban policies,1
2634,urban policies south,1
2635,policies south asia,1
2636,south asia random,1
2637,asia random forest,1
2638,random forest regression,2
2639,forest regression analysis,1
2640,regression analysis combined,1
2641,analysis combined role,1
2642,combined role meteorological,1
2643,role meteorological indicators,1
2644,meteorological indicators disease,1
2645,indicators disease dissemination,1
2646,disease dissemination indian,1
2647,dissemination indian city,1
2648,indian city case,1
2649,city case study,1
2650,case study new,1
2651,study new delhi,1
2652,new delhi exploring,1
2653,delhi exploring effect,1
2654,exploring effect urbanization,1
2655,effect urbanization hourly,1
2656,urbanization hourly extreme,1
2657,hourly extreme rainfall,1
2658,extreme rainfall yangtze,1
2659,rainfall yangtze river,1
2660,yangtze river delta,1
2661,river delta china,1
2662,delta china heat,1
2663,china heat exposure,1
2664,heat exposure climate,1
2665,exposure climate change,1
2666,climate change beliefs,1
2667,change beliefs desert,1
2668,beliefs desert city,1
2669,desert city case,1
2670,city case phoenix,1
2671,case phoenix metropolitan,1
2672,phoenix metropolitan area,2
2673,metropolitan area reduced,1
2674,area reduced urban,1
2675,reduced urban green,1
2676,urban green cover,1
2677,green cover daytime,1
2678,cover daytime cooling,1
2679,daytime cooling capacity,1
2680,cooling capacity california,1
2681,capacity california drought,1
2682,california drought urbans,1
2683,drought urbans rituals,1
2684,urbans rituals spaces,1
2685,rituals spaces memory,1
2686,spaces memory belonging,1
2687,memory belonging geneva,1
2688,belonging geneva case,1
2689,geneva case study,1
2690,case study creative,1
2691,study creative hubs,1
2692,creative hubs critical,1
2693,hubs critical evaluation,1
2694,critical evaluation underlying,1
2695,evaluation underlying relationships,1
2696,underlying relationships public,1
2697,relationships public urban,1
2698,public urban green,3
2699,urban green spaces,3
2700,green spaces social,1
2701,spaces social cohesion,1
2702,social cohesion systematic,1
2703,cohesion systematic literature,1
2704,systematic literature review,1
2705,literature review preferring,1
2706,review preferring needing,1
2707,preferring needing cities,1
2708,needing cities evolutionary,1
2709,cities evolutionary psychology,1
2710,evolutionary psychology utility,1
2711,psychology utility life,1
2712,utility life satisfaction,1
2713,life satisfaction urban,1
2714,satisfaction urban living,1
2715,urban living rise,1
2716,living rise fall,1
2717,rise fall rural,1
2718,fall rural creative,1
2719,rural creative class,1
2720,creative class case,1
2721,class case alaçatı,1
2722,case alaçatı city,1
2723,alaçatı city culture,1
2724,city culture society,1
2725,culture society blm,1
2726,society blm city,1
2727,blm city land,1
2728,city land sale,1
2729,land sale resistance,1
2730,sale resistance art,1
2731,resistance art interventionism,1
2732,art interventionism cape,1
2733,interventionism cape town,1
2734,cape town precarious,1
2735,town precarious publics,1
2736,precarious publics human,1
2737,publics human social,1
2738,human social capital,1
2739,social capital urban,1
2740,capital urban agglomeration,1
2741,urban agglomeration changes,1
2742,agglomeration changes pattern,1
2743,changes pattern example,1
2744,pattern example poznań,1
2745,example poznań agglomeration,1
2746,poznań agglomeration resonating,1
2747,agglomeration resonating culture,1
2748,resonating culture debate,1
2749,culture debate urban,1
2750,debate urban planning,1
2751,urban planning using,1
2752,planning using cooperative,1
2753,using cooperative housing,1
2754,cooperative housing approaches,1
2755,housing approaches housing,1
2756,approaches housing improvement,1
2757,housing improvement solutions,1
2758,improvement solutions xizhou,1
2759,solutions xizhou indigenous,1
2760,xizhou indigenous squatter,1
2761,indigenous squatter settlements,1
2762,squatter settlements new,1
2763,settlements new taipei,1
2764,new taipei city,1
2765,taipei city taiwan,1
2766,city taiwan towards,1
2767,taiwan towards inclusive,1
2768,towards inclusive creative,1
2769,inclusive creative city,1
2770,creative city ready,1
2771,city ready historic,1
2772,ready historic city,1
2773,historic city george,1
2774,city george town,1
2775,george town penang,1
2776,town penang reframing,1
2777,penang reframing creative,1
2778,reframing creative city,1
2779,creative city debate,1
2780,city debate artistic,1
2781,debate artistic case,1
2782,artistic case independent,1
2783,case independent films,1
2784,independent films scenes,1
2785,films scenes paris,1
2786,scenes paris suburb,1
2787,paris suburb strengthening,1
2788,suburb strengthening resilience,1
2789,strengthening resilience participatory,1
2790,resilience participatory development,1
2791,participatory development life,1
2792,development life social,1
2793,life social skills,1
2794,social skills flood,1
2795,skills flood management,1
2796,flood management spaces,1
2797,management spaces transmission,1
2798,spaces transmission storytelling,1
2799,transmission storytelling remembrance,1
2800,storytelling remembrance athens,1
2801,remembrance athens polytechnic,1
2802,athens polytechnic uprising,1
2803,polytechnic uprising justification,1
2804,uprising justification music,1
2805,justification music city,1
2806,music city handbooks,1
2807,city handbooks intermediaries,1
2808,handbooks intermediaries value,1
2809,intermediaries value disputes,1
2810,value disputes global,1
2811,disputes global policy,1
2812,global policy assemblage,1
2813,policy assemblage engagement,1
2814,assemblage engagement regeneration,1
2815,engagement regeneration east,1
2816,regeneration east london,1
2817,east london case,1
2818,london case chrisp,1
2819,case chrisp street,1
2820,chrisp street market,1
2821,street market exploring,1
2822,market exploring perceived,1
2823,exploring perceived health,1
2824,perceived health differences,1
2825,health differences among,1
2826,differences among married,1
2827,among married women,1
2828,married women urban,1
2829,women urban slum,1
2830,urban slum tamil,1
2831,slum tamil nadu,1
2832,tamil nadu india,1
2833,nadu india capitalizing,1
2834,india capitalizing culture,1
2835,capitalizing culture flagship,1
2836,culture flagship heritage,1
2837,flagship heritage initiatives,1
2838,heritage initiatives transforming,1
2839,initiatives transforming hong,1
2840,transforming hong kong,1
2841,hong kong police,1
2842,kong police married,1
2843,police married quarters,1
2844,married quarters pmq,1
2845,quarters pmq wayfarer,1
2846,pmq wayfarer visions,1
2847,wayfarer visions urban,1
2848,visions urban songs,1
2849,urban songs bruce,1
2850,songs bruce springsteen,1
2851,bruce springsteen art,1
2852,springsteen art meets,1
2853,art meets monsters,1
2854,meets monsters mapping,1
2855,monsters mapping art,1
2856,mapping art activism,1
2857,art activism movements,1
2858,activism movements seoul,1
2859,movements seoul urban,1
2860,seoul urban regeneration,1
2861,urban regeneration governance,1
2862,regeneration governance community,1
2863,governance community organizing,1
2864,community organizing artists,1
2865,organizing artists commitment,1
2866,artists commitment case,1
2867,commitment case study,1
2868,case study seoul,1
2869,study seoul covid,1
2870,seoul covid impacts,1
2871,covid impacts cities,1
2872,impacts cities cultures,1
2873,cities cultures societies,1
2874,cultures societies laden,1
2875,societies laden great,1
2876,laden great expectations,1
2877,great expectations mapping,1
2878,expectations mapping arts,1
2879,mapping arts housing,1
2880,arts housing policy,1
2881,housing policy urban,1
2882,policy urban cultural,1
2883,urban cultural policy,1
2884,cultural policy singapore,1
2885,policy singapore glocalisation,1
2886,singapore glocalisation dynamics,1
2887,glocalisation dynamics appropriation,1
2888,dynamics appropriation creative,1
2889,appropriation creative turn,1
2890,creative turn discourse,1
2891,turn discourse buenos,1
2892,discourse buenos aires,1
2893,buenos aires argentina,1
2894,aires argentina creative,1
2895,argentina creative cities,1
2896,creative cities creative,1
2897,cities creative classes,1
2898,creative classes global,1
2899,classes global modern,1
2900,global modern review,1
2901,modern review reframing,1
2902,review reframing participatory,1
2903,reframing participatory urban,1
2904,participatory urban dashboards,1
2905,urban dashboards urban,1
2906,dashboards urban ethics,1
2907,urban ethics towards,1
2908,ethics towards research,1
2909,towards research agenda,1
2910,research agenda cities,1
2911,agenda cities ethics,1
2912,cities ethics normativity,1
2913,ethics normativity passing,1
2914,normativity passing torch,1
2915,passing torch urban,1
2916,torch urban governance,1
2917,urban governance politics,1
2918,governance politics failed,1
2919,politics failed olympic,1
2920,failed olympic bids,1
2921,olympic bids oslo,1
2922,bids oslo stockholm,1
2923,oslo stockholm networks,1
2924,stockholm networks performance,1
2925,networks performance creative,1
2926,performance creative cities,1
2927,creative cities bibliometric,1
2928,cities bibliometric analysis,1
2929,bibliometric analysis urban,1
2930,analysis urban phases,1
2931,urban phases crystallisation,1
2932,phases crystallisation subcultures,1
2933,crystallisation subcultures urban,1
2934,subcultures urban chic,1
2935,urban chic worlding,1
2936,chic worlding asian,1
2937,worlding asian cities,1
2938,asian cities urban,1
2939,cities urban transformation,1
2940,urban transformation cultural,1
2941,transformation cultural evolution,1
2942,cultural evolution european,1
2943,evolution european cities,1
2944,european cities case,1
2945,cities case timisoara,1
2946,case timisoara romania,1
2947,timisoara romania little,1
2948,romania little vienna,1
2949,little vienna urban,1
2950,vienna urban icon,1
2951,urban icon european,1
2952,icon european capital,1
2953,european capital culture,1
2954,capital culture ecoc,1
2955,culture ecoc spaces,1
2956,ecoc spaces work,1
2957,spaces work spaces,1
2958,work spaces struggle,1
2959,spaces struggle wall,1
2960,struggle wall dressed,1
2961,wall dressed graffiti,1
2962,dressed graffiti street,1
2963,graffiti street art,1
2964,street art singapore,1
2965,art singapore punk,1
2966,singapore punk city,1
2967,punk city urban,1
2968,city urban regeneration,1
2969,urban regeneration seoul,1
2970,regeneration seoul natural,1
2971,seoul natural disaster,1
2972,natural disaster informality,1
2973,disaster informality production,1
2974,informality production chile,1
2975,production chile clubbing,1
2976,chile clubbing afternoon,1
2977,clubbing afternoon worlding,1
2978,afternoon worlding city,1
2979,worlding city chennai,1
2980,city chennai worlding,1
2981,chennai worlding gendering,1
2982,worlding gendering female,1
2983,gendering female agency,1
2984,female agency artistic,1
2985,agency artistic practices,1
2986,artistic practices dynamics,1
2987,practices dynamics cities,1
2988,dynamics cities hybrid,1
2989,cities hybrid gathering,1
2990,hybrid gathering maker,1
2991,gathering maker communities,1
2992,maker communities taipei,1
2993,communities taipei makerspaces,1
2994,taipei makerspaces alternative,1
2995,makerspaces alternative worlding,1
2996,alternative worlding practice,1
2997,worlding practice urban,1
2998,practice urban rural,1
2999,urban rural dwellers,1
3000,rural dwellers determinants,1
3001,dwellers determinants city,1
3002,determinants city size,1
3003,city size matters,1
3004,size matters case,1
3005,matters case italy,1
3006,case italy worlding,1
3007,italy worlding new,1
3008,worlding new music,1
3009,new music cultures,1
3010,music cultures shanghai,1
3011,cultures shanghai collective,1
3012,shanghai collective memory,1
3013,collective memory urban,1
3014,memory urban regeneration,1
3015,urban regeneration urban,1
3016,regeneration urban spaces,1
3017,urban spaces reproducing,1
3018,spaces reproducing memories,1
3019,reproducing memories baharestan,1
3020,memories baharestan square,1
3021,baharestan square city,1
3022,square city tehran,1
3023,city tehran iran,1
3024,tehran iran cutting,1
3025,iran cutting clutter,1
3026,cutting clutter smart,1
3027,clutter smart city,1
3028,smart city definitions,1
3029,city definitions reading,1
3030,definitions reading smart,1
3031,reading smart city,1
3032,smart city perceptions,1
3033,city perceptions india,1
3034,perceptions india evaluating,1
3035,india evaluating informativeness,1
3036,evaluating informativeness car,1
3037,informativeness car model,1
3038,car model variations,1
3039,model variations relation,1
3040,variations relation global,1
3041,relation global climate,1
3042,global climate distribution,1
3043,climate distribution fluctuations,1
3044,distribution fluctuations prevalence,1
3045,fluctuations prevalence cvd,1
3046,prevalence cvd risk,1
3047,cvd risk factors,1
3048,risk factors among,1
3049,factors among tribal,1
3050,among tribal nontribal,1
3051,tribal nontribal populations,1
3052,nontribal populations jharkhand,1
3053,populations jharkhand comparative,1
3054,jharkhand comparative survey,1
3055,comparative survey local,1
3056,survey local variation,1
3057,local variation cannabis,1
3058,variation cannabis use,1
3059,cannabis use patterns,1
3060,use patterns among,1
3061,patterns among young,1
3062,among young adults,1
3063,young adults san,1
3064,adults san francisco,1
3065,bay area trends,1
3066,area trends spatial,1
3067,trends spatial access,1
3068,spatial access colonoscopy,1
3069,access colonoscopy south,1
3070,colonoscopy south carolina,1
3071,south carolina modelling,1
3072,carolina modelling caribbean,1
3073,modelling caribbean spatial,1
3074,caribbean spatial statistical,1
3075,spatial statistical assessments,1
3076,statistical assessments influences,1
3077,assessments influences prevalence,1
3078,influences prevalence central,1
3079,prevalence central pennsylvania,1
3080,central pennsylvania comparison,1
3081,pennsylvania comparison two,1
3082,comparison two socioeconomic,1
3083,two socioeconomic indexes,1
3084,socioeconomic indexes united,1
3085,indexes united states,1
3086,united states temporal,1
3087,states temporal spatial,1
3088,temporal spatial monitoring,1
3089,spatial monitoring hiv,1
3090,monitoring hiv prevalence,1
3091,hiv prevalence incidence,1
3092,prevalence incidence rates,1
3093,incidence rates using,1
3094,rates using geospatial,1
3095,using geospatial models,1
3096,geospatial models results,1
3097,models results south,1
3098,results south african,1
3099,south african women,1
3100,african women inference,1
3101,women inference latent,1
3102,inference latent event,1
3103,latent event times,1
3104,event times transmission,1
3105,times transmission networks,1
3106,transmission networks individual,1
3107,networks individual level,1
3108,individual level infectious,1
3109,level infectious disease,1
3110,infectious disease models,1
3111,disease models effects,1
3112,models effects pandemics,1
3113,effects pandemics case,1
3114,pandemics case influenza,1
3115,case influenza pandemic,1
3116,influenza pandemic argentina,1
3117,pandemic argentina double,1
3118,argentina double jeopardy,1
3119,double jeopardy happens,1
3120,jeopardy happens epidemic,1
3121,happens epidemic followed,1
3122,epidemic followed earthquake,1
3123,followed earthquake bayesian,1
3124,earthquake bayesian approach,1
3125,bayesian approach improving,1
3126,approach improving spatial,1
3127,improving spatial estimates,1
3128,spatial estimates prevalence,1
3129,estimates prevalence accounting,1
3130,prevalence accounting misclassification,1
3131,accounting misclassification bias,1
3132,misclassification bias surveillance,1
3133,bias surveillance data,1
3134,surveillance data philadelphia,1
3135,data philadelphia pa,1
3136,philadelphia pa improving,1
3137,pa improving national,1
3138,improving national level,1
3139,national level spatial,1
3140,level spatial mapping,1
3141,spatial mapping malaria,1
3142,mapping malaria alternative,1
3143,malaria alternative spatial,1
3144,alternative spatial models,1
3145,spatial models spatial,1
3146,models spatial pattern,1
3147,spatial pattern determinants,1
3148,pattern determinants anemia,1
3149,determinants anemia among,1
3150,anemia among women,1
3151,among women childbearing,1
3152,women childbearing age,1
3153,childbearing age nigeria,1
3154,age nigeria clinical,1
3155,nigeria clinical epidemiological,1
3156,clinical epidemiological transmission,1
3157,epidemiological transmission cycle,1
3158,transmission cycle aspects,1
3159,cycle aspects leishmaniasis,1
3160,aspects leishmaniasis urbanization,1
3161,leishmaniasis urbanization barreiras,1
3162,urbanization barreiras bahia,1
3163,barreiras bahia brazil,1
3164,bahia brazil response,1
3165,brazil response naudet,1
3166,response naudet et,1
3167,naudet et al,1
3168,et al lithium,1
3169,al lithium drinking,1
3170,lithium drinking water,1
3171,drinking water altitude,1
3172,water altitude suicide,1
3173,altitude suicide rates,1
3174,suicide rates rural,1
3175,rates rural areas,1
3176,rural areas argentinean,1
3177,areas argentinean andes,1
3178,argentinean andes modelling,1
3179,andes modelling framework,1
3180,modelling framework developing,1
3181,framework developing early,1
3182,developing early warning,1
3183,early warning systems,1
3184,warning systems copd,1
3185,systems copd emergency,1
3186,copd emergency admissions,1
3187,emergency admissions susceptibility,1
3188,admissions susceptibility vulnerability,1
3189,susceptibility vulnerability assessment,1
3190,vulnerability assessment pandemic,1
3191,assessment pandemic footprint,1
3192,pandemic footprint india,1
3193,footprint india bayesian,1
3194,india bayesian spatial,1
3195,bayesian spatial modeling,1
3196,spatial modeling incidence,1
3197,modeling incidence rate,1
3198,incidence rate fars,1
3199,rate fars province,1
3200,fars province southern,1
3201,province southern iran,1
3202,southern iran linking,1
3203,iran linking historical,1
3204,linking historical discriminatory,1
3205,historical discriminatory housing,1
3206,discriminatory housing patterns,1
3207,housing patterns contemporary,1
3208,patterns contemporary food,1
3209,contemporary food environment,1
3210,food environment baltimore,1
3211,environment baltimore modelling,1
3212,baltimore modelling airport,1
3213,modelling airport catchment,1
3214,airport catchment areas,1
3215,catchment areas anticipate,1
3216,areas anticipate spread,1
3217,anticipate spread infectious,1
3218,spread infectious diseases,1
3219,infectious diseases across,1
3220,diseases across land,1
3221,across land air,1
3222,land air travel,1
3223,air travel symptoms,1
